,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density,Suitability
2445,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2446,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2447,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2448,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2449,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2450,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2451,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2452,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2453,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2454,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2455,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2456,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2457,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,Moderate,High,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2458,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2459,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2460,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2461,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2462,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2463,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2464,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2465,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2466,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2467,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2468,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2469,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2470,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2471,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2472,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2473,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2474,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2475,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2476,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2477,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2478,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2479,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2480,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Potter County,Unknown,Unknown,Moderate Suitability
2481,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Randall County,Unknown,Unknown,Moderate Suitability
2482,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2483,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2484,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2485,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2486,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2487,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2488,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,El Paso County,Moderate,High,Moderate Suitability
2489,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Hudspeth County,Moderate,High,Moderate Suitability
2490,McAllen,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate Suitability
2491,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2492,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2493,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2494,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2495,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2496,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2497,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2498,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2499,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2500,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2501,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2502,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2503,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2504,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2505,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2506,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2507,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2508,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2509,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2510,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2511,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2512,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2513,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2514,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2515,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2516,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2517,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2518,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2519,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2520,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2521,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2522,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2523,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2524,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2525,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2526,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2527,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2528,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2529,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2530,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2531,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2532,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2533,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,Potter County,Unknown,Unknown,Moderate Suitability
2534,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,Randall County,Unknown,Unknown,Moderate Suitability
2535,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2536,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2537,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2538,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2539,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2540,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2541,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,El Paso County,Moderate,High,Moderate Suitability
2542,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,Hudspeth County,Moderate,High,Moderate Suitability
2543,McAllen,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate Suitability
2544,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2545,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2546,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2547,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2548,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2549,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2550,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2551,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2552,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2553,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2554,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2555,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown,Moderate Suitability
2556,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown,Moderate Suitability
2557,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown,Moderate Suitability
2558,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown,Moderate Suitability
2559,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown,Moderate Suitability
2560,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown,Moderate Suitability
2561,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
2562,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High,Moderate Suitability
2563,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Moderate,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High,Moderate Suitability
2564,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,High,Moderate,18,Unknown,Unknown,Dallas County,Good,High,Moderate Suitability
