,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density
177,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
178,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
179,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
180,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
181,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
182,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
183,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High
184,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High
185,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High
186,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
187,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High
188,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Sacramento County,Limited,High
189,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
190,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
191,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
192,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High
193,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
194,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
195,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
196,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
197,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
198,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,San Francisco County,Moderate,High
199,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
200,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
201,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High
202,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High
203,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
204,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
205,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High
206,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown
207,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
208,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
209,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
210,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
211,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
212,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
213,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,San Francisco County,Moderate,High
214,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High
215,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High
216,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
217,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Los Angeles County,Limited,High
218,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,Sacramento County,Limited,High
219,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
220,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
221,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
222,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,High,High,San Francisco County,Moderate,High
223,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
224,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
225,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
226,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Moderate,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
227,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
228,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,San Francisco County,Moderate,High
229,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
230,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
231,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High
232,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High
233,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
234,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
235,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High
236,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown
237,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
238,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
239,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
240,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
241,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
242,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
243,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,San Francisco County,Moderate,High
244,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High
245,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High
246,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
247,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Los Angeles County,Limited,High
248,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,Sacramento County,Limited,High
249,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
250,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
251,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
252,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,High,High,San Francisco County,Moderate,High
253,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
254,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
255,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
256,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Low,Moderate,High,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
257,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
258,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,San Francisco County,Moderate,High
259,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
260,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
261,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High
262,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High
263,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
264,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
265,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High
266,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown
267,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
268,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
269,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
270,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
271,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
272,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
273,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,San Francisco County,Moderate,High
274,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High
275,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High
276,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
277,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Los Angeles County,Limited,High
278,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,Sacramento County,Limited,High
279,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
280,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
281,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
282,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,High,High,San Francisco County,Moderate,High
283,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
284,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
285,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
286,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
287,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
288,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,San Francisco County,Moderate,High
289,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
290,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
291,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High
292,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High
293,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
294,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
295,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High
296,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown
297,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
298,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
299,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
300,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
301,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
302,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
303,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,San Francisco County,Moderate,High
304,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High
305,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High
306,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
307,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High
308,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Sacramento County,Limited,High
309,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
310,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
311,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
312,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,San Francisco County,Moderate,High
313,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
314,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
315,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
316,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
317,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
318,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High
319,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown
320,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown
321,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High
322,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High
323,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
324,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown
325,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High
